862	0
863	0
864	0
865	1
866	1
867	1
868	1
869	1
870	0
871	0
872	0
873	0
874	0
875	0
876	0
877	1
878	1
879	1
880	1
881	1
882	1
883	1
884	1
885	1
886	0
887	1
888	1
889	1
890	1
891	1
892	1
893	1
894	0
895	0
896	1
897	0
898	1
899	1
900	0
901	0
902	1
903	1
904	0
905	0
906	0
907	0
908	0
909	1
910	1
911	1
912	0
913	1
914	1
915	1
916	0
917	0
918	1
919	1
920	0
921	0
922	0
923	0
924	1
925	1
926	0
927	0
928	0
929	0
930	1
931	1
932	0
933	0
934	0
935	0
936	0
937	0
938	0
939	0
940	0
941	1
942	1
943	0
944	0
945	0
946	1
947	1
948	0
949	1
950	1
951	0
952	0
953	0
954	0
955	0
956	0
957	1
958	1
959	1
960	0
961	0
962	0
963	0
964	0
965	0
966	0
967	1
968	1
969	1
970	0
971	1
972	1
973	1
974	0
975	0
976	1
977	1
978	0
979	0
980	0
981	0
982	1
983	1
984	1
985	1
986	0
987	0
988	0
989	0
990	0
991	0
992	0
993	0
994	0
995	0
996	0
997	0
998	0
999	0
1000	1
1001	1
1002	0
1003	0
1004	0
1005	0
1006	0
1007	1
1008	1
1009	0
1010	1
1011	1
1012	0
1013	0
1014	0
1015	0
1016	0
1017	0
1018	0
1019	1
1020	1
1021	0
1022	1
1023	1
1024	0
1025	0
1026	0
1027	0
1028	0
1029	0
1030	1
1031	1
1032	0
1033	0
1034	0
1035	0
1036	0
1037	0
1038	0
1039	0
1040	0
1041	0
1042	1
1043	1
1044	1
1045	1
1046	1
1047	0
1048	0
1049	1
1050	1
1051	0
1052	0
1053	0
1054	0
1055	1
1056	1
1057	0
1058	0
1059	1
1060	1
1061	1
1062	1
1063	1
1064	1
1065	1
1066	1
1067	0
1068	1
1069	1
1070	1
1071	1
1072	1
1073	0
1074	0
1075	0
1076	0
1077	0
1078	0
1079	0
1080	0
1081	0
1082	0
1083	0
1084	0
1085	0
1086	0
1087	1
1088	1
1089	1
1090	1
1091	1
1092	0
1093	0
1094	0
1095	0
1096	1
1097	1
1098	1
1099	1
1100	1
1101	0
1102	0
1103	0
1104	0
1105	0
1106	0
1107	0
1108	1
1109	0
1110	0
1111	0
1112	0
1113	0
1114	0
1115	0
1116	0
1117	1
1118	0
1119	0
1120	1
1121	1
1122	1
1123	1
1124	1
1125	0
1126	1
1127	0
1128	1
1129	1
1130	0
1131	1
1132	0
1133	1
1134	1
1135	1
1136	1
1137	0
1138	1
1139	1
1140	1
1141	1
1142	0
1143	0
1144	0
1145	0
1146	0
1147	1
1148	1
1149	1
1150	1
1151	1
1152	1
1153	1
1154	1
1155	1
1156	0
1157	0
1158	1
1159	1
1160	1
1161	1
1162	0
1163	0
1164	0
1165	1
1166	1
1167	1
1168	1
1169	1
1170	0
1171	1
1172	1
1173	1
1174	0
1175	1
1176	1
1177	1
1178	0
1179	0
1180	0
1181	0
1182	1
1183	1
